id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kelompok_umur,jenis_kelamin,jumlah_kasus,satuan,tahun
774,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,15-19,PEREMPUAN,1,ORANG,2021
775,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,20-24,LAKI-LAKI,26,ORANG,2021
776,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,20-24,PEREMPUAN,2,ORANG,2021
777,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,25-49,LAKI-LAKI,59,ORANG,2021
778,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,25-49,PEREMPUAN,19,ORANG,2021
779,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,≥50,LAKI-LAKI,2,ORANG,2021
780,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,≥50,PEREMPUAN,2,ORANG,2021
781,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,0-4,LAKI-LAKI,0,ORANG,2021
782,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,0-4,PEREMPUAN,3,ORANG,2021
783,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,5-14,LAKI-LAKI,0,ORANG,2021
784,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,5-14,PEREMPUAN,0,ORANG,2021
785,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,15-19,LAKI-LAKI,1,ORANG,2021
786,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,15-19,PEREMPUAN,2,ORANG,2021
787,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,20-24,LAKI-LAKI,15,ORANG,2021
788,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,20-24,PEREMPUAN,8,ORANG,2021
789,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,25-49,LAKI-LAKI,29,ORANG,2021
790,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,25-49,PEREMPUAN,49,ORANG,2021
791,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,≥50,LAKI-LAKI,4,ORANG,2021
792,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,≥50,PEREMPUAN,2,ORANG,2021
793,32,JAWA BARAT,3213,KABUPATEN SUBANG,0-4,LAKI-LAKI,0,ORANG,2021
794,32,JAWA BARAT,3213,KABUPATEN SUBANG,0-4,PEREMPUAN,1,ORANG,2021
795,32,JAWA BARAT,3213,KABUPATEN SUBANG,5-14,LAKI-LAKI,1,ORANG,2021
796,32,JAWA BARAT,3213,KABUPATEN SUBANG,5-14,PEREMPUAN,0,ORANG,2021
797,32,JAWA BARAT,3213,KABUPATEN SUBANG,15-19,LAKI-LAKI,6,ORANG,2021
798,32,JAWA BARAT,3213,KABUPATEN SUBANG,15-19,PEREMPUAN,2,ORANG,2021
799,32,JAWA BARAT,3213,KABUPATEN SUBANG,20-24,LAKI-LAKI,29,ORANG,2021
800,32,JAWA BARAT,3213,KABUPATEN SUBANG,20-24,PEREMPUAN,16,ORANG,2021
801,32,JAWA BARAT,3213,KABUPATEN SUBANG,25-49,LAKI-LAKI,104,ORANG,2021
802,32,JAWA BARAT,3213,KABUPATEN SUBANG,25-49,PEREMPUAN,57,ORANG,2021
803,32,JAWA BARAT,3213,KABUPATEN SUBANG,≥50,LAKI-LAKI,2,ORANG,2021
804,32,JAWA BARAT,3213,KABUPATEN SUBANG,≥50,PEREMPUAN,4,ORANG,2021
805,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,0-4,LAKI-LAKI,1,ORANG,2021
806,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,0-4,PEREMPUAN,2,ORANG,2021
807,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,5-14,LAKI-LAKI,0,ORANG,2021
808,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,5-14,PEREMPUAN,1,ORANG,2021
809,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,15-19,LAKI-LAKI,6,ORANG,2021
810,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,15-19,PEREMPUAN,0,ORANG,2021
811,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,20-24,LAKI-LAKI,22,ORANG,2021
812,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,20-24,PEREMPUAN,4,ORANG,2021
813,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,25-49,LAKI-LAKI,61,ORANG,2021
814,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,25-49,PEREMPUAN,24,ORANG,2021
815,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,≥50,LAKI-LAKI,4,ORANG,2021
816,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,≥50,PEREMPUAN,5,ORANG,2021
817,32,JAWA BARAT,3215,KABUPATEN KARAWANG,0-4,LAKI-LAKI,1,ORANG,2021
818,32,JAWA BARAT,3215,KABUPATEN KARAWANG,0-4,PEREMPUAN,0,ORANG,2021
819,32,JAWA BARAT,3215,KABUPATEN KARAWANG,5-14,LAKI-LAKI,0,ORANG,2021
820,32,JAWA BARAT,3215,KABUPATEN KARAWANG,5-14,PEREMPUAN,0,ORANG,2021
821,32,JAWA BARAT,3215,KABUPATEN KARAWANG,15-19,LAKI-LAKI,6,ORANG,2021
822,32,JAWA BARAT,3215,KABUPATEN KARAWANG,15-19,PEREMPUAN,4,ORANG,2021
823,32,JAWA BARAT,3215,KABUPATEN KARAWANG,20-24,LAKI-LAKI,40,ORANG,2021
824,32,JAWA BARAT,3215,KABUPATEN KARAWANG,20-24,PEREMPUAN,10,ORANG,2021
825,32,JAWA BARAT,3215,KABUPATEN KARAWANG,25-49,LAKI-LAKI,102,ORANG,2021
826,32,JAWA BARAT,3215,KABUPATEN KARAWANG,25-49,PEREMPUAN,75,ORANG,2021
827,32,JAWA BARAT,3215,KABUPATEN KARAWANG,≥50,LAKI-LAKI,3,ORANG,2021
828,32,JAWA BARAT,3215,KABUPATEN KARAWANG,≥50,PEREMPUAN,3,ORANG,2021
829,32,JAWA BARAT,3216,KABUPATEN BEKASI,0-4,LAKI-LAKI,0,ORANG,2021
830,32,JAWA BARAT,3216,KABUPATEN BEKASI,0-4,PEREMPUAN,2,ORANG,2021
831,32,JAWA BARAT,3216,KABUPATEN BEKASI,5-14,LAKI-LAKI,1,ORANG,2021
832,32,JAWA BARAT,3216,KABUPATEN BEKASI,5-14,PEREMPUAN,0,ORANG,2021
833,32,JAWA BARAT,3216,KABUPATEN BEKASI,15-19,LAKI-LAKI,3,ORANG,2021
834,32,JAWA BARAT,3216,KABUPATEN BEKASI,15-19,PEREMPUAN,1,ORANG,2021
835,32,JAWA BARAT,3216,KABUPATEN BEKASI,20-24,LAKI-LAKI,42,ORANG,2021
836,32,JAWA BARAT,3216,KABUPATEN BEKASI,20-24,PEREMPUAN,14,ORANG,2021
837,32,JAWA BARAT,3216,KABUPATEN BEKASI,25-49,LAKI-LAKI,117,ORANG,2021
838,32,JAWA BARAT,3216,KABUPATEN BEKASI,25-49,PEREMPUAN,52,ORANG,2021
839,32,JAWA BARAT,3216,KABUPATEN BEKASI,≥50,LAKI-LAKI,6,ORANG,2021
840,32,JAWA BARAT,3216,KABUPATEN BEKASI,≥50,PEREMPUAN,1,ORANG,2021
841,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,0-4,LAKI-LAKI,2,ORANG,2021
842,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,0-4,PEREMPUAN,0,ORANG,2021
843,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,5-14,LAKI-LAKI,0,ORANG,2021
844,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,5-14,PEREMPUAN,0,ORANG,2021
845,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,15-19,LAKI-LAKI,3,ORANG,2021
846,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,15-19,PEREMPUAN,0,ORANG,2021
847,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,20-24,LAKI-LAKI,14,ORANG,2021
848,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,20-24,PEREMPUAN,2,ORANG,2021
849,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,25-49,LAKI-LAKI,31,ORANG,2021
850,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,25-49,PEREMPUAN,11,ORANG,2021
851,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,≥50,LAKI-LAKI,3,ORANG,2021
852,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,≥50,PEREMPUAN,1,ORANG,2021
853,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,0-4,LAKI-LAKI,0,ORANG,2021
854,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,0-4,PEREMPUAN,0,ORANG,2021
855,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,5-14,LAKI-LAKI,0,ORANG,2021
856,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,5-14,PEREMPUAN,0,ORANG,2021
857,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,15-19,LAKI-LAKI,0,ORANG,2021
858,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,15-19,PEREMPUAN,0,ORANG,2021
859,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,20-24,LAKI-LAKI,0,ORANG,2021
860,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,20-24,PEREMPUAN,0,ORANG,2021
861,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,25-49,LAKI-LAKI,1,ORANG,2021
862,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,25-49,PEREMPUAN,3,ORANG,2021
863,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,≥50,LAKI-LAKI,0,ORANG,2021
864,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,≥50,PEREMPUAN,0,ORANG,2021
865,32,JAWA BARAT,3271,KOTA BOGOR,0-4,LAKI-LAKI,5,ORANG,2021
866,32,JAWA BARAT,3271,KOTA BOGOR,0-4,PEREMPUAN,2,ORANG,2021
867,32,JAWA BARAT,3271,KOTA BOGOR,5-14,LAKI-LAKI,1,ORANG,2021
868,32,JAWA BARAT,3271,KOTA BOGOR,5-14,PEREMPUAN,2,ORANG,2021
869,32,JAWA BARAT,3271,KOTA BOGOR,15-19,LAKI-LAKI,2,ORANG,2021
870,32,JAWA BARAT,3271,KOTA BOGOR,15-19,PEREMPUAN,0,ORANG,2021
871,32,JAWA BARAT,3271,KOTA BOGOR,20-24,LAKI-LAKI,35,ORANG,2021
872,32,JAWA BARAT,3271,KOTA BOGOR,20-24,PEREMPUAN,14,ORANG,2021
873,32,JAWA BARAT,3271,KOTA BOGOR,25-49,LAKI-LAKI,200,ORANG,2021
874,32,JAWA BARAT,3271,KOTA BOGOR,25-49,PEREMPUAN,55,ORANG,2021
875,32,JAWA BARAT,3271,KOTA BOGOR,≥50,LAKI-LAKI,15,ORANG,2021
876,32,JAWA BARAT,3271,KOTA BOGOR,≥50,PEREMPUAN,2,ORANG,2021
877,32,JAWA BARAT,3272,KOTA SUKABUMI,0-4,LAKI-LAKI,0,ORANG,2021
878,32,JAWA BARAT,3272,KOTA SUKABUMI,0-4,PEREMPUAN,0,ORANG,2021
879,32,JAWA BARAT,3272,KOTA SUKABUMI,5-14,LAKI-LAKI,0,ORANG,2021
880,32,JAWA BARAT,3272,KOTA SUKABUMI,5-14,PEREMPUAN,0,ORANG,2021
881,32,JAWA BARAT,3272,KOTA SUKABUMI,15-19,LAKI-LAKI,6,ORANG,2021
882,32,JAWA BARAT,3272,KOTA SUKABUMI,15-19,PEREMPUAN,0,ORANG,2021
883,32,JAWA BARAT,3272,KOTA SUKABUMI,20-24,LAKI-LAKI,11,ORANG,2021
884,32,JAWA BARAT,3272,KOTA SUKABUMI,20-24,PEREMPUAN,0,ORANG,2021
885,32,JAWA BARAT,3272,KOTA SUKABUMI,25-49,LAKI-LAKI,17,ORANG,2021
886,32,JAWA BARAT,3272,KOTA SUKABUMI,25-49,PEREMPUAN,7,ORANG,2021
887,32,JAWA BARAT,3272,KOTA SUKABUMI,≥50,LAKI-LAKI,1,ORANG,2021
888,32,JAWA BARAT,3272,KOTA SUKABUMI,≥50,PEREMPUAN,1,ORANG,2021
889,32,JAWA BARAT,3273,KOTA BANDUNG,0-4,LAKI-LAKI,1,ORANG,2021
890,32,JAWA BARAT,3273,KOTA BANDUNG,0-4,PEREMPUAN,0,ORANG,2021
891,32,JAWA BARAT,3273,KOTA BANDUNG,5-14,LAKI-LAKI,0,ORANG,2021
892,32,JAWA BARAT,3273,KOTA BANDUNG,5-14,PEREMPUAN,1,ORANG,2021
893,32,JAWA BARAT,3273,KOTA BANDUNG,15-19,LAKI-LAKI,2,ORANG,2021
894,32,JAWA BARAT,3273,KOTA BANDUNG,15-19,PEREMPUAN,0,ORANG,2021
895,32,JAWA BARAT,3273,KOTA BANDUNG,20-24,LAKI-LAKI,9,ORANG,2021
896,32,JAWA BARAT,3273,KOTA BANDUNG,20-24,PEREMPUAN,2,ORANG,2021
897,32,JAWA BARAT,3273,KOTA BANDUNG,25-49,LAKI-LAKI,21,ORANG,2021
898,32,JAWA BARAT,3273,KOTA BANDUNG,25-49,PEREMPUAN,5,ORANG,2021
899,32,JAWA BARAT,3273,KOTA BANDUNG,≥50,LAKI-LAKI,0,ORANG,2021
900,32,JAWA BARAT,3273,KOTA BANDUNG,≥50,PEREMPUAN,2,ORANG,2021
901,32,JAWA BARAT,3274,KOTA CIREBON,0-4,LAKI-LAKI,0,ORANG,2021
902,32,JAWA BARAT,3274,KOTA CIREBON,0-4,PEREMPUAN,0,ORANG,2021
903,32,JAWA BARAT,3274,KOTA CIREBON,5-14,LAKI-LAKI,2,ORANG,2021
904,32,JAWA BARAT,3274,KOTA CIREBON,5-14,PEREMPUAN,1,ORANG,2021
905,32,JAWA BARAT,3274,KOTA CIREBON,15-19,LAKI-LAKI,6,ORANG,2021
906,32,JAWA BARAT,3274,KOTA CIREBON,15-19,PEREMPUAN,0,ORANG,2021
907,32,JAWA BARAT,3274,KOTA CIREBON,20-24,LAKI-LAKI,49,ORANG,2021
908,32,JAWA BARAT,3274,KOTA CIREBON,20-24,PEREMPUAN,6,ORANG,2021
909,32,JAWA BARAT,3274,KOTA CIREBON,25-49,LAKI-LAKI,140,ORANG,2021
910,32,JAWA BARAT,3274,KOTA CIREBON,25-49,PEREMPUAN,35,ORANG,2021
911,32,JAWA BARAT,3274,KOTA CIREBON,≥50,LAKI-LAKI,10,ORANG,2021
912,32,JAWA BARAT,3274,KOTA CIREBON,≥50,PEREMPUAN,5,ORANG,2021
913,32,JAWA BARAT,3275,KOTA BEKASI,0-4,LAKI-LAKI,7,ORANG,2021
914,32,JAWA BARAT,3275,KOTA BEKASI,0-4,PEREMPUAN,2,ORANG,2021
915,32,JAWA BARAT,3275,KOTA BEKASI,5-14,LAKI-LAKI,1,ORANG,2021
916,32,JAWA BARAT,3275,KOTA BEKASI,5-14,PEREMPUAN,0,ORANG,2021
917,32,JAWA BARAT,3275,KOTA BEKASI,15-19,LAKI-LAKI,2,ORANG,2021
918,32,JAWA BARAT,3275,KOTA BEKASI,15-19,PEREMPUAN,2,ORANG,2021
919,32,JAWA BARAT,3275,KOTA BEKASI,20-24,LAKI-LAKI,59,ORANG,2021
920,32,JAWA BARAT,3275,KOTA BEKASI,20-24,PEREMPUAN,12,ORANG,2021
921,32,JAWA BARAT,3275,KOTA BEKASI,25-49,LAKI-LAKI,197,ORANG,2021
922,32,JAWA BARAT,3275,KOTA BEKASI,25-49,PEREMPUAN,94,ORANG,2021
923,32,JAWA BARAT,3275,KOTA BEKASI,≥50,LAKI-LAKI,8,ORANG,2021
924,32,JAWA BARAT,3275,KOTA BEKASI,≥50,PEREMPUAN,6,ORANG,2021
925,32,JAWA BARAT,3276,KOTA DEPOK,0-4,LAKI-LAKI,1,ORANG,2021
926,32,JAWA BARAT,3276,KOTA DEPOK,0-4,PEREMPUAN,1,ORANG,2021
927,32,JAWA BARAT,3276,KOTA DEPOK,5-14,LAKI-LAKI,0,ORANG,2021
928,32,JAWA BARAT,3276,KOTA DEPOK,5-14,PEREMPUAN,1,ORANG,2021
929,32,JAWA BARAT,3276,KOTA DEPOK,15-19,LAKI-LAKI,1,ORANG,2021
930,32,JAWA BARAT,3276,KOTA DEPOK,15-19,PEREMPUAN,0,ORANG,2021
931,32,JAWA BARAT,3276,KOTA DEPOK,20-24,LAKI-LAKI,24,ORANG,2021
932,32,JAWA BARAT,3276,KOTA DEPOK,20-24,PEREMPUAN,4,ORANG,2021
933,32,JAWA BARAT,3276,KOTA DEPOK,25-49,LAKI-LAKI,122,ORANG,2021
934,32,JAWA BARAT,3276,KOTA DEPOK,25-49,PEREMPUAN,34,ORANG,2021
935,32,JAWA BARAT,3276,KOTA DEPOK,≥50,LAKI-LAKI,9,ORANG,2021
936,32,JAWA BARAT,3276,KOTA DEPOK,≥50,PEREMPUAN,2,ORANG,2021
937,32,JAWA BARAT,3277,KOTA CIMAHI,0-4,LAKI-LAKI,0,ORANG,2021
938,32,JAWA BARAT,3277,KOTA CIMAHI,0-4,PEREMPUAN,0,ORANG,2021
939,32,JAWA BARAT,3277,KOTA CIMAHI,5-14,LAKI-LAKI,0,ORANG,2021
940,32,JAWA BARAT,3277,KOTA CIMAHI,5-14,PEREMPUAN,0,ORANG,2021
941,32,JAWA BARAT,3277,KOTA CIMAHI,15-19,LAKI-LAKI,0,ORANG,2021
942,32,JAWA BARAT,3277,KOTA CIMAHI,15-19,PEREMPUAN,1,ORANG,2021
943,32,JAWA BARAT,3277,KOTA CIMAHI,20-24,LAKI-LAKI,116,ORANG,2021
944,32,JAWA BARAT,3277,KOTA CIMAHI,20-24,PEREMPUAN,32,ORANG,2021
945,32,JAWA BARAT,3277,KOTA CIMAHI,25-49,LAKI-LAKI,128,ORANG,2021
946,32,JAWA BARAT,3277,KOTA CIMAHI,25-49,PEREMPUAN,42,ORANG,2021
947,32,JAWA BARAT,3277,KOTA CIMAHI,≥50,LAKI-LAKI,19,ORANG,2021
948,32,JAWA BARAT,3277,KOTA CIMAHI,≥50,PEREMPUAN,4,ORANG,2021
949,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0-4,LAKI-LAKI,2,ORANG,2021
950,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0-4,PEREMPUAN,0,ORANG,2021
951,32,JAWA BARAT,3278,KOTA TASIKMALAYA,5-14,LAKI-LAKI,0,ORANG,2021
952,32,JAWA BARAT,3278,KOTA TASIKMALAYA,5-14,PEREMPUAN,0,ORANG,2021
953,32,JAWA BARAT,3278,KOTA TASIKMALAYA,15-19,LAKI-LAKI,2,ORANG,2021
954,32,JAWA BARAT,3278,KOTA TASIKMALAYA,15-19,PEREMPUAN,0,ORANG,2021
955,32,JAWA BARAT,3278,KOTA TASIKMALAYA,20-24,LAKI-LAKI,14,ORANG,2021
956,32,JAWA BARAT,3278,KOTA TASIKMALAYA,20-24,PEREMPUAN,1,ORANG,2021
957,32,JAWA BARAT,3278,KOTA TASIKMALAYA,25-49,LAKI-LAKI,59,ORANG,2021
958,32,JAWA BARAT,3278,KOTA TASIKMALAYA,25-49,PEREMPUAN,17,ORANG,2021
959,32,JAWA BARAT,3278,KOTA TASIKMALAYA,≥50,LAKI-LAKI,4,ORANG,2021
960,32,JAWA BARAT,3279,KOTA BANJAR,0-4,LAKI-LAKI,0,ORANG,2021
961,32,JAWA BARAT,3279,KOTA BANJAR,0-4,PEREMPUAN,1,ORANG,2021
962,32,JAWA BARAT,3279,KOTA BANJAR,5-14,LAKI-LAKI,1,ORANG,2021
963,32,JAWA BARAT,3279,KOTA BANJAR,5-14,PEREMPUAN,0,ORANG,2021
964,32,JAWA BARAT,3279,KOTA BANJAR,15-19,LAKI-LAKI,1,ORANG,2021
965,32,JAWA BARAT,3279,KOTA BANJAR,15-19,PEREMPUAN,0,ORANG,2021
966,32,JAWA BARAT,3279,KOTA BANJAR,20-24,LAKI-LAKI,3,ORANG,2021
967,32,JAWA BARAT,3279,KOTA BANJAR,20-24,PEREMPUAN,1,ORANG,2021
968,32,JAWA BARAT,3279,KOTA BANJAR,25-49,LAKI-LAKI,23,ORANG,2021
969,32,JAWA BARAT,3279,KOTA BANJAR,25-49,PEREMPUAN,7,ORANG,2021
970,32,JAWA BARAT,3279,KOTA BANJAR,≥50,LAKI-LAKI,2,ORANG,2021
971,32,JAWA BARAT,3279,KOTA BANJAR,≥50,PEREMPUAN,1,ORANG,2021
972,32,JAWA BARAT,3201,KABUPATEN BOGOR,0-4,LAKI-LAKI,8,ORANG,2022
973,32,JAWA BARAT,3201,KABUPATEN BOGOR,0-4,PEREMPUAN,11,ORANG,2022
974,32,JAWA BARAT,3201,KABUPATEN BOGOR,5-14,LAKI-LAKI,4,ORANG,2022
975,32,JAWA BARAT,3201,KABUPATEN BOGOR,5-14,PEREMPUAN,2,ORANG,2022
976,32,JAWA BARAT,3201,KABUPATEN BOGOR,15-19,LAKI-LAKI,16,ORANG,2022
977,32,JAWA BARAT,3201,KABUPATEN BOGOR,15-19,PEREMPUAN,1,ORANG,2022
978,32,JAWA BARAT,3201,KABUPATEN BOGOR,20-24,LAKI-LAKI,91,ORANG,2022
979,32,JAWA BARAT,3201,KABUPATEN BOGOR,20-24,PEREMPUAN,36,ORANG,2022
980,32,JAWA BARAT,3201,KABUPATEN BOGOR,25-49,LAKI-LAKI,371,ORANG,2022
981,32,JAWA BARAT,3201,KABUPATEN BOGOR,25-49,PEREMPUAN,162,ORANG,2022
982,32,JAWA BARAT,3201,KABUPATEN BOGOR,≥50,LAKI-LAKI,29,ORANG,2022
983,32,JAWA BARAT,3201,KABUPATEN BOGOR,≥50,PEREMPUAN,20,ORANG,2022
984,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,0-4,LAKI-LAKI,2,ORANG,2022
985,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,0-4,PEREMPUAN,1,ORANG,2022
986,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,5-14,LAKI-LAKI,0,ORANG,2022
987,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,5-14,PEREMPUAN,0,ORANG,2022
988,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,15-19,LAKI-LAKI,4,ORANG,2022
989,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,15-19,PEREMPUAN,0,ORANG,2022
990,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,20-24,LAKI-LAKI,24,ORANG,2022
991,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,20-24,PEREMPUAN,11,ORANG,2022
992,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,25-49,LAKI-LAKI,83,ORANG,2022
993,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,25-49,PEREMPUAN,46,ORANG,2022
994,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,≥50,LAKI-LAKI,3,ORANG,2022
995,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,≥50,PEREMPUAN,3,ORANG,2022
996,32,JAWA BARAT,3203,KABUPATEN CIANJUR,0-4,LAKI-LAKI,0,ORANG,2022
997,32,JAWA BARAT,3203,KABUPATEN CIANJUR,0-4,PEREMPUAN,0,ORANG,2022
998,32,JAWA BARAT,3203,KABUPATEN CIANJUR,5-14,LAKI-LAKI,0,ORANG,2022
999,32,JAWA BARAT,3203,KABUPATEN CIANJUR,5-14,PEREMPUAN,0,ORANG,2022
1000,32,JAWA BARAT,3203,KABUPATEN CIANJUR,15-19,LAKI-LAKI,8,ORANG,2022
1001,32,JAWA BARAT,3203,KABUPATEN CIANJUR,15-19,PEREMPUAN,1,ORANG,2022
1002,32,JAWA BARAT,3203,KABUPATEN CIANJUR,20-24,LAKI-LAKI,50,ORANG,2022
1003,32,JAWA BARAT,3203,KABUPATEN CIANJUR,20-24,PEREMPUAN,16,ORANG,2022
1004,32,JAWA BARAT,3203,KABUPATEN CIANJUR,25-49,LAKI-LAKI,100,ORANG,2022
1005,32,JAWA BARAT,3203,KABUPATEN CIANJUR,25-49,PEREMPUAN,37,ORANG,2022
1006,32,JAWA BARAT,3203,KABUPATEN CIANJUR,≥50,LAKI-LAKI,4,ORANG,2022
1007,32,JAWA BARAT,3203,KABUPATEN CIANJUR,≥50,PEREMPUAN,3,ORANG,2022
1008,32,JAWA BARAT,3204,KABUPATEN BANDUNG,0-4,LAKI-LAKI,3,ORANG,2022
1009,32,JAWA BARAT,3204,KABUPATEN BANDUNG,0-4,PEREMPUAN,7,ORANG,2022
1010,32,JAWA BARAT,3204,KABUPATEN BANDUNG,5-14,LAKI-LAKI,0,ORANG,2022
1011,32,JAWA BARAT,3204,KABUPATEN BANDUNG,5-14,PEREMPUAN,0,ORANG,2022
1012,32,JAWA BARAT,3204,KABUPATEN BANDUNG,15-19,LAKI-LAKI,20,ORANG,2022
1013,32,JAWA BARAT,3204,KABUPATEN BANDUNG,15-19,PEREMPUAN,5,ORANG,2022
1014,32,JAWA BARAT,3204,KABUPATEN BANDUNG,20-24,LAKI-LAKI,113,ORANG,2022
1015,32,JAWA BARAT,3204,KABUPATEN BANDUNG,20-24,PEREMPUAN,15,ORANG,2022
1016,32,JAWA BARAT,3204,KABUPATEN BANDUNG,25-49,LAKI-LAKI,245,ORANG,2022
1017,32,JAWA BARAT,3204,KABUPATEN BANDUNG,25-49,PEREMPUAN,71,ORANG,2022
1018,32,JAWA BARAT,3204,KABUPATEN BANDUNG,≥50,LAKI-LAKI,18,ORANG,2022
1019,32,JAWA BARAT,3204,KABUPATEN BANDUNG,≥50,PEREMPUAN,5,ORANG,2022
1020,32,JAWA BARAT,3205,KABUPATEN GARUT,0-4,LAKI-LAKI,1,ORANG,2022
1021,32,JAWA BARAT,3205,KABUPATEN GARUT,0-4,PEREMPUAN,0,ORANG,2022
1022,32,JAWA BARAT,3205,KABUPATEN GARUT,5-14,LAKI-LAKI,1,ORANG,2022
1023,32,JAWA BARAT,3205,KABUPATEN GARUT,5-14,PEREMPUAN,1,ORANG,2022
1024,32,JAWA BARAT,3205,KABUPATEN GARUT,15-19,LAKI-LAKI,9,ORANG,2022
1025,32,JAWA BARAT,3205,KABUPATEN GARUT,15-19,PEREMPUAN,1,ORANG,2022
1026,32,JAWA BARAT,3205,KABUPATEN GARUT,20-24,LAKI-LAKI,32,ORANG,2022
1027,32,JAWA BARAT,3205,KABUPATEN GARUT,20-24,PEREMPUAN,8,ORANG,2022
1028,32,JAWA BARAT,3205,KABUPATEN GARUT,25-49,LAKI-LAKI,124,ORANG,2022
1029,32,JAWA BARAT,3205,KABUPATEN GARUT,25-49,PEREMPUAN,25,ORANG,2022
1030,32,JAWA BARAT,3205,KABUPATEN GARUT,≥50,LAKI-LAKI,6,ORANG,2022
1031,32,JAWA BARAT,3205,KABUPATEN GARUT,≥50,PEREMPUAN,4,ORANG,2022
1032,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,0-4,LAKI-LAKI,2,ORANG,2022
1033,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,0-4,PEREMPUAN,0,ORANG,2022
1034,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,5-14,LAKI-LAKI,1,ORANG,2022
1035,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,5-14,PEREMPUAN,0,ORANG,2022
1036,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,15-19,LAKI-LAKI,2,ORANG,2022
1037,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,15-19,PEREMPUAN,1,ORANG,2022
